"mean_prob","label","id"
0.930909865,"clinically
unexplored",243
0.930843223,"Known IO
targets",244
0.930725982,"clinically
unexplored",245
0.930466926,"clinically
unexplored",246
0.930234045,"clinically
unexplored",247
0.928786368,"clinically
unexplored",248
0.928496844,"Known IO
targets",249
0.928461886,"Known IO
targets",250
0.9281453823,"Known IO
targets",251
0.92755717,"clinically
unexplored",252
0.926721133,"clinically
unexplored",253
0.9260723286,"clinically
unexplored",254
0.9250636261,"clinically
unexplored",255
0.924924314,"clinically
unexplored",256
0.9248480476,"clinically
unexplored",257
0.924795079,"clinically
unexplored",258
0.924047353,"clinically
unexplored",259
0.923978435,"Known IO
targets",260
0.923484116,"clinically
unexplored",261
0.9234446093,"clinically
unexplored",262
0.922529228,"clinically
unexplored",263
0.9222209814,"clinically
unexplored",264
0.9219946494,"clinically
unexplored",265
0.921791748,"clinically
unexplored",266
0.921679952,"clinically
unexplored",267
0.921645529,"Known IO
targets",268
0.92143408,"clinically
unexplored",269
0.9212346206,"clinically
unexplored",270
0.9202140794,"clinically
unexplored",271
0.920212756,"clinically
unexplored",272
0.919957861,"clinically
unexplored",273
0.9188229023,"clinically
unexplored",274
0.918602439,"clinically
unexplored",275
0.917692306,"clinically
unexplored",276
0.917173253,"Known IO
targets",277
0.91710742,"clinically
unexplored",278
0.915587761,"clinically
unexplored",279
0.915413632,"Known IO
targets",280
0.914327732,"clinically
unexplored",281
0.914045926,"clinically
unexplored",282
0.913724835,"clinically
unexplored",283
0.913692108,"clinically
unexplored",284
0.913664775,"Known IO
targets",285
0.912880401,"clinically
unexplored",286
0.912360239,"clinically
unexplored",287
0.9121827305,"Known IO
targets",288
0.911492497,"clinically
unexplored",289
0.910541073,"clinically
unexplored",290
0.90999709,"clinically
unexplored",291
0.909833801,"clinically
unexplored",292
0.908804416,"clinically
unexplored",293
0.9085432109,"clinically
unexplored",294
0.908152541,"clinically
unexplored",295
0.907969072,"Known IO
targets",296
0.907486242,"clinically
unexplored",297
0.906126558,"clinically
unexplored",298
0.906105556,"clinically
unexplored",299
0.905663593,"clinically
unexplored",300
0.905087875,"clinically
unexplored",301
0.9049451095,"clinically
unexplored",302
0.904422812,"clinically
unexplored",303
0.90440287,"clinically
unexplored",304
0.903716677,"clinically
unexplored",305
0.903702316,"clinically
unexplored",306
0.903247883,"clinically
unexplored",307
0.9029702678,"Known IO
targets",308
0.901040606,"clinically
unexplored",309
0.900999545,"clinically
unexplored",310
0.900282602,"Known IO
targets",311
0.900250028,"Known IO
targets",312
0.9000560262,"Known IO
targets",313
0.8999221748,"clinically
unexplored",314
0.899752765,"clinically
unexplored",315
0.899657834,"Known IO
targets",316
0.899469148,"clinically
unexplored",317
0.899464307,"clinically
unexplored",318
0.89891918,"clinically
unexplored",319
0.8980595986,"clinically
unexplored",320
0.897927898,"Known IO
targets",321
0.897722597,"Known IO
targets",322
0.896244836,"Known IO
targets",323
0.896165527,"clinically
unexplored",324
0.893727456,"clinically
unexplored",325
0.893193873,"Known IO
targets",326
0.892931974,"clinically
unexplored",327
0.8924908365,"clinically
unexplored",328
0.892190736,"clinically
unexplored",329
0.892056237,"clinically
unexplored",330
0.8916302307,"clinically
unexplored",331
0.891227248,"clinically
unexplored",332
0.890676421,"clinically
unexplored",333
0.88992755,"clinically
unexplored",334
0.889347927,"clinically
unexplored",335
0.8891330901,"clinically
unexplored",336
0.888577146,"Known IO
targets",337
0.887080025,"clinically
unexplored",338
0.8869411454,"clinically
unexplored",339
0.886794259,"clinically
unexplored",340
0.88660041,"clinically
unexplored",341
0.885899528,"Known IO
targets",342
0.88576144,"clinically
unexplored",343
0.885610063,"clinically
unexplored",344
0.885122872,"clinically
unexplored",345
0.884863376,"clinically
unexplored",346
0.884573296,"clinically
unexplored",347
0.884383948,"clinically
unexplored",348
0.884075961,"clinically
unexplored",349
0.884042478,"clinically
unexplored",350
0.8836732487,"clinically
unexplored",351
0.883340737,"clinically
unexplored",352
0.88300202,"Known IO
targets",353
0.882569408,"clinically
unexplored",354
0.882248034,"clinically
unexplored",355
0.881758854,"clinically
unexplored",356
0.881667447,"Known IO
targets",357
0.8799534234,"clinically
unexplored",358
0.878592712,"clinically
unexplored",359
0.878220966,"clinically
unexplored",360
0.878121595,"clinically
unexplored",361
0.878066242,"clinically
unexplored",362
0.878036306,"clinically
unexplored",363
0.877868194,"clinically
unexplored",364
0.877383063,"clinically
unexplored",365
0.876790121,"clinically
unexplored",366
0.876767445,"clinically
unexplored",367
0.876276604,"clinically
unexplored",368
0.876235862,"clinically
unexplored",369
0.876182707,"clinically
unexplored",370
0.8761720619,"Known IO
targets",371
0.8761467399,"clinically
unexplored",372
0.8752165087,"Known IO
targets",373
0.8750267997,"clinically
unexplored",374
0.8745078451,"clinically
unexplored",375
0.873913688,"clinically
unexplored",376
0.8735361153,"clinically
unexplored",377
0.873124187,"clinically
unexplored",378
0.873081313,"clinically
unexplored",379
0.8730228868,"Known IO
targets",380
0.871610493,"clinically
unexplored",381
0.8712408418,"Known IO
targets",382
0.871002801,"clinically
unexplored",383
0.8709267339,"clinically
unexplored",384
0.870472055,"clinically
unexplored",385
0.870375891,"clinically
unexplored",386
0.870352496,"clinically
unexplored",387
0.870204828,"clinically
unexplored",388
0.870154425,"clinically
unexplored",389
0.870122436,"clinically
unexplored",390
0.869605866,"clinically
unexplored",391
0.869557319,"clinically
unexplored",392
0.869529638,"clinically
unexplored",393
0.869393896,"clinically
unexplored",394
0.868219381,"clinically
unexplored",395
0.868072339,"Known IO
targets",396
0.8680547937,"clinically
unexplored",397
0.867776188,"clinically
unexplored",398
0.86745371,"clinically
unexplored",399
0.867382502,"clinically
unexplored",400
0.8671308583,"clinically
unexplored",401
0.8669984427,"clinically
unexplored",402
0.86678157,"clinically
unexplored",403
0.866322431,"clinically
unexplored",404
0.8654423086,"clinically
unexplored",405
0.863589804,"clinically
unexplored",406
0.863285596,"clinically
unexplored",407
0.86283568,"clinically
unexplored",408
0.862534411,"clinically
unexplored",409
0.862330057,"clinically
unexplored",410
0.8618587707,"clinically
unexplored",411
0.861619024,"clinically
unexplored",412
0.8608607494,"clinically
unexplored",413
0.86049574974,"Known IO
targets",414
0.860488023,"clinically
unexplored",415
0.860278656,"clinically
unexplored",416
0.8591827374,"clinically
unexplored",417
0.858980485,"clinically
unexplored",418
0.8588145825,"clinically
unexplored",419
0.85846214,"clinically
unexplored",420
0.85732828,"clinically
unexplored",421
0.857153162,"clinically
unexplored",422
0.8563047,"clinically
unexplored",423
0.855903164,"clinically
unexplored",424
0.855517716,"clinically
unexplored",425
0.855487278,"clinically
unexplored",426
0.855396308,"clinically
unexplored",427
0.854776967,"clinically
unexplored",428
0.854329021,"clinically
unexplored",429
0.8541733482,"clinically
unexplored",430
0.853599403,"clinically
unexplored",431
0.8535222114,"clinically
unexplored",432
0.8532587365,"Known IO
targets",433
0.85209425565,"clinically
unexplored",434
0.851296117,"clinically
unexplored",435
0.851099682,"clinically
unexplored",436
0.8509107028,"clinically
unexplored",437
0.85085960865,"clinically
unexplored",438
0.850645063,"clinically
unexplored",439
0.850608985,"Known IO
targets",440
0.850441276,"clinically
unexplored",441
0.85012708345,"clinically
unexplored",442
0.849876433,"Known IO
targets",443
0.84931102,"clinically
unexplored",444
0.8487556923,"clinically
unexplored",445
0.847195643,"clinically
unexplored",446
0.847109069,"Known IO
targets",447
0.846987629,"clinically
unexplored",448
0.846863294,"clinically
unexplored",449
0.845620369,"clinically
unexplored",450
0.84538807,"clinically
unexplored",451
0.845203161,"clinically
unexplored",452
0.845093385,"clinically
unexplored",453
0.843338966,"clinically
unexplored",454
0.842980042,"clinically
unexplored",455
0.84230816,"clinically
unexplored",456
0.8418037218,"clinically
unexplored",457
0.841796682144,"clinically
unexplored",458
0.84094902,"clinically
unexplored",459
0.840818736,"Known IO
targets",460
0.8406055373,"clinically
unexplored",461
0.840442352,"clinically
unexplored",462
0.840288837,"clinically
unexplored",463
0.839820735,"clinically
unexplored",464
0.839731904,"clinically
unexplored",465
0.839370104,"Known IO
targets",466
0.839230071,"Known IO
targets",467
0.838841223,"clinically
unexplored",468
0.8388134095,"clinically
unexplored",469
0.838730699,"clinically
unexplored",470
0.837994564,"clinically
unexplored",471
0.837746307,"clinically
unexplored",472
0.8374898004,"clinically
unexplored",473
0.836499394,"clinically
unexplored",474
0.835620231,"clinically
unexplored",475
0.835242151,"clinically
unexplored",476
0.834757158,"Known IO
targets",477
0.834321537,"clinically
unexplored",478
0.834272417,"clinically
unexplored",479
0.83371061046,"clinically
unexplored",480
0.83297895,"clinically
unexplored",481
0.832947099,"Known IO
targets",482
0.832615131,"clinically
unexplored",483
0.8325644733,"clinically
unexplored",484
0.832552268,"clinically
unexplored",485
0.83252449595,"clinically
unexplored",486
0.8323951871,"clinically
unexplored",487
0.8323173021,"clinically
unexplored",488
0.831989215,"clinically
unexplored",489
0.831902643,"clinically
unexplored",490
0.8318950894,"Known IO
targets",491
0.831768415,"clinically
unexplored",492
0.83155711,"clinically
unexplored",493
0.831391984,"Known IO
targets",494
0.830307663,"clinically
unexplored",495
0.8302767601,"clinically
unexplored",496
0.83014379,"clinically
unexplored",497
0.829913182,"clinically
unexplored",498
0.829897184,"clinically
unexplored",499
0.828991251,"clinically
unexplored",500
0.828920833,"Known IO
targets",501
0.828401278,"clinically
unexplored",502
0.828265584,"clinically
unexplored",503
0.8280777065,"clinically
unexplored",504
0.8279054283,"clinically
unexplored",505
0.827794548,"clinically
unexplored",506
0.827541251,"clinically
unexplored",507
0.827453551,"clinically
unexplored",508
0.8266978216,"clinically
unexplored",509
0.826053766,"Known IO
targets",510
0.826004656,"clinically
unexplored",511
0.825849459,"clinically
unexplored",512
0.825525225,"clinically
unexplored",513
0.824203826,"clinically
unexplored",514
0.82366674805,"clinically
unexplored",515
0.82353594435,"clinically
unexplored",516
0.823279335,"clinically
unexplored",517
0.8216472396,"clinically
unexplored",518
0.821203779,"clinically
unexplored",519
0.8200688338,"clinically
unexplored",520
0.818930113,"clinically
unexplored",521
0.818891459,"clinically
unexplored",522
0.818794331,"clinically
unexplored",523
0.818753688,"clinically
unexplored",524
0.818732601,"clinically
unexplored",525
0.818003869,"Known IO
targets",526
0.817847671,"clinically
unexplored",527
0.817743638,"clinically
unexplored",528
0.817383346,"clinically
unexplored",529
0.8173635051,"Known IO
targets",530
0.817354071,"clinically
unexplored",531
0.81730630029,"clinically
unexplored",532
0.817088903,"clinically
unexplored",533
0.816885883,"clinically
unexplored",534
0.8159475861,"clinically
unexplored",535
0.814534908,"clinically
unexplored",536
0.8138145364,"clinically
unexplored",537
0.813097132,"clinically
unexplored",538
0.811948597,"clinically
unexplored",539
0.811932728,"clinically
unexplored",540
0.811569219,"clinically
unexplored",541
0.81105545,"clinically
unexplored",542
0.81094794,"clinically
unexplored",543
0.809750632,"clinically
unexplored",544
0.809637077,"clinically
unexplored",545
0.809490911,"Known IO
targets",546
0.808871666,"clinically
unexplored",547
0.807199681,"clinically
unexplored",548
0.807015266,"clinically
unexplored",549
0.806673622,"clinically
unexplored",550
0.806507379,"clinically
unexplored",551
0.8063046654,"clinically
unexplored",552
0.805982927,"clinically
unexplored",553
0.805455015,"clinically
unexplored",554
0.805212269,"clinically
unexplored",555
0.80484641,"clinically
unexplored",556
0.804313564,"Known IO
targets",557
0.8038167134,"clinically
unexplored",558
0.803429856,"clinically
unexplored",559
0.8034010383,"clinically
unexplored",560
0.802567997,"Known IO
targets",561
0.801932742,"clinically
unexplored",562
0.801714531,"clinically
unexplored",563
0.80169054324,"clinically
unexplored",564
0.8016496,"Known IO
targets",565
0.8013073853,"clinically
unexplored",566
0.80096219,"clinically
unexplored",567
0.80082573,"Known IO
targets",568
0.800761913,"clinically
unexplored",569
0.8002747789,"clinically
unexplored",570
0.800234774,"clinically
unexplored",571
0.800192739,"Known IO
targets",572
0.799908573,"clinically
unexplored",573
0.799775226,"clinically
unexplored",574
0.799765602,"clinically
unexplored",575
0.799558222,"clinically
unexplored",576
0.799537914,"Known IO
targets",577
0.799490112,"Known IO
targets",578
0.799407714,"clinically
unexplored",579
0.7991996939,"clinically
unexplored",580
0.799004815,"clinically
unexplored",581
0.798780893,"clinically
unexplored",582
0.798508615,"clinically
unexplored",583
0.797265031,"clinically
unexplored",584
0.797136094,"clinically
unexplored",585
0.797104426,"clinically
unexplored",586
0.7969731285,"clinically
unexplored",587
0.796697793,"clinically
unexplored",588
0.796116444,"clinically
unexplored",589
0.7957965485,"clinically
unexplored",590
0.795654426,"clinically
unexplored",591
0.795581885,"clinically
unexplored",592
0.795261462,"clinically
unexplored",593
0.795074453,"clinically
unexplored",594
0.795019002,"clinically
unexplored",595
0.794858138,"clinically
unexplored",596
0.79460844,"clinically
unexplored",597
0.794544267,"clinically
unexplored",598
0.794485928,"clinically
unexplored",599
0.794467165,"clinically
unexplored",600
0.794309359,"clinically
unexplored",601
0.79350674951,"clinically
unexplored",602
0.79336991,"clinically
unexplored",603
0.79309015,"clinically
unexplored",604
0.79243725,"clinically
unexplored",605
0.791835461,"clinically
unexplored",606
0.7917301298,"Known IO
targets",607
0.7910150176,"clinically
unexplored",608
0.790105272,"clinically
unexplored",609
0.78966131696,"clinically
unexplored",610
0.788227583,"clinically
unexplored",611
0.7872469214,"clinically
unexplored",612
0.787171101,"clinically
unexplored",613
0.787062053,"clinically
unexplored",614
0.786931074,"clinically
unexplored",615
0.786922522,"clinically
unexplored",616
0.786719001,"clinically
unexplored",617
0.786444996,"clinically
unexplored",618
0.785496558,"clinically
unexplored",619
0.785171762,"clinically
unexplored",620
0.78498109183,"clinically
unexplored",621
0.78469827,"clinically
unexplored",622
0.783988545,"clinically
unexplored",623
0.783667448,"clinically
unexplored",624
0.78323979104,"clinically
unexplored",625
0.7823935128,"clinically
unexplored",626
0.781846063,"clinically
unexplored",627
0.780943877,"clinically
unexplored",628
0.780738491,"clinically
unexplored",629
0.780349544,"clinically
unexplored",630
0.78030881,"clinically
unexplored",631
0.780061352,"Known IO
targets",632
0.7798713797,"Known IO
targets",633
0.779523365,"Known IO
targets",634
0.779509877,"clinically
unexplored",635
0.777837406,"clinically
unexplored",636
0.7777545968,"clinically
unexplored",637
0.777720767,"clinically
unexplored",638
0.7776710826,"clinically
unexplored",639
0.77761753635,"clinically
unexplored",640
0.777426104,"clinically
unexplored",641
0.776546346,"clinically
unexplored",642
0.77652036292,"Known IO
targets",643
0.7762829001,"clinically
unexplored",644
0.776254295,"clinically
unexplored",645
0.7760285573,"clinically
unexplored",646
0.774475153,"clinically
unexplored",647
0.774336073,"clinically
unexplored",648
0.773861222,"clinically
unexplored",649
0.773852515,"clinically
unexplored",650
0.773716612,"clinically
unexplored",651
0.773254572,"clinically
unexplored",652
0.7731539812,"clinically
unexplored",653
0.7729050904,"clinically
unexplored",654
0.772695978,"Known IO
targets",655
0.772561179,"clinically
unexplored",656
0.7725123559,"clinically
unexplored",657
0.772179215,"Known IO
targets",658
0.7720802342,"clinically
unexplored",659
0.771984349,"clinically
unexplored",660
0.77173524565,"Known IO
targets",661
0.769008441,"clinically
unexplored",662
0.768666066,"clinically
unexplored",663
0.768649646,"clinically
unexplored",664
0.7685901775,"clinically
unexplored",665
0.768062384,"clinically
unexplored",666
0.768041707,"clinically
unexplored",667
0.767657274,"clinically
unexplored",668
0.767609781,"clinically
unexplored",669
0.767606415,"clinically
unexplored",670
0.767548916,"clinically
unexplored",671
0.7674384894,"clinically
unexplored",672
0.766740327851,"clinically
unexplored",673
0.766698759,"clinically
unexplored",674
0.766511231,"clinically
unexplored",675
0.766256517,"clinically
unexplored",676
0.766010395,"Known IO
targets",677
0.765977644,"clinically
unexplored",678
0.7646304775,"clinically
unexplored",679
0.764600582,"clinically
unexplored",680
0.76440401034,"clinically
unexplored",681
0.76407433424,"clinically
unexplored",682
0.762712704,"clinically
unexplored",683
0.762617565,"clinically
unexplored",684
0.762518321,"clinically
unexplored",685
0.76183945,"clinically
unexplored",686
0.761653141,"clinically
unexplored",687
0.761520914,"clinically
unexplored",688
0.761235339,"clinically
unexplored",689
0.76081700775,"clinically
unexplored",690
0.760715211,"clinically
unexplored",691
0.760345097,"Known IO
targets",692
0.760340643,"clinically
unexplored",693
0.760158149,"clinically
unexplored",694
0.760041027,"clinically
unexplored",695
0.7596508649,"Known IO
targets",696
0.7589935048,"clinically
unexplored",697
0.758876246,"clinically
unexplored",698
0.758526763,"clinically
unexplored",699
0.758208519,"clinically
unexplored",700
0.757829088,"clinically
unexplored",701
0.75728271232,"clinically
unexplored",702
0.757206983,"clinically
unexplored",703
0.756952446,"clinically
unexplored",704
0.756719713,"Known IO
targets",705
0.7564364024,"clinically
unexplored",706
0.755773526,"clinically
unexplored",707
0.7553520685,"clinically
unexplored",708
0.754297436,"clinically
unexplored",709
0.75371883,"clinically
unexplored",710
0.75369715507,"clinically
unexplored",711
0.753595196,"clinically
unexplored",712
0.7534245332,"clinically
unexplored",713
0.752786241,"clinically
unexplored",714
0.752635618,"clinically
unexplored",715
0.752394689,"clinically
unexplored",716
0.751919705,"clinically
unexplored",717
0.750437063,"clinically
unexplored",718
0.7498135699,"Known IO
targets",719
0.749141771,"clinically
unexplored",720
0.748988562,"clinically
unexplored",721
0.747745973,"clinically
unexplored",722
0.7467952,"clinically
unexplored",723
0.746494374,"clinically
unexplored",724
0.746372599,"clinically
unexplored",725
0.745773931,"clinically
unexplored",726
0.7455176183,"clinically
unexplored",727
0.7449991895,"clinically
unexplored",728
0.744309761,"clinically
unexplored",729
0.7441188244,"clinically
unexplored",730
0.743706164,"clinically
unexplored",731
0.743578674,"clinically
unexplored",732
0.743434667,"clinically
unexplored",733
0.743260203,"clinically
unexplored",734
0.7424219255,"clinically
unexplored",735
0.7423967456,"clinically
unexplored",736
0.7421511232,"clinically
unexplored",737
0.741436845,"clinically
unexplored",738
0.741196979,"clinically
unexplored",739
0.740640843,"clinically
unexplored",740
0.740033359,"clinically
unexplored",741
0.7399347042,"clinically
unexplored",742
0.73947231,"clinically
unexplored",743
0.739420316,"clinically
unexplored",744
0.738959836,"clinically
unexplored",745
0.738253669,"clinically
unexplored",746
0.73730433,"clinically
unexplored",747
0.737194357,"clinically
unexplored",748
0.736803465,"clinically
unexplored",749
0.7367628846,"Known IO
targets",750
0.736522207,"clinically
unexplored",751
0.73639774617,"clinically
unexplored",752
0.735372021,"clinically
unexplored",753
0.734312735,"clinically
unexplored",754
0.733818517,"clinically
unexplored",755
0.73277144,"clinically
unexplored",756
0.7326680804,"clinically
unexplored",757
0.732481526,"clinically
unexplored",758
0.7321371175,"clinically
unexplored",759
0.732118781,"clinically
unexplored",760
0.7318177054,"clinically
unexplored",761
0.731429758,"clinically
unexplored",762
0.7307750547,"clinically
unexplored",763
0.7302157357,"clinically
unexplored",764
0.73014699533,"clinically
unexplored",765
0.729898634,"clinically
unexplored",766
0.729772529,"clinically
unexplored",767
0.729557394,"clinically
unexplored",768
0.729018043,"clinically
unexplored",769
0.7288428773,"clinically
unexplored",770
0.7282971317,"clinically
unexplored",771
0.728217553,"clinically
unexplored",772
0.7273580842,"clinically
unexplored",773
0.72689929,"clinically
unexplored",774
0.72657213,"clinically
unexplored",775
